transition,model_code,annual_probability, return_interval ,bps_name
Replacement Fire,13870_55_56,0.030444,33,Florida Peninsula Inland Scrub
Replacement Fire,13890_64_66,0.0002768,3613,Acadian-Appalachian Subalpine Woodland and Heath-Krummholz
Replacement Fire,13900_35_36,0.065645,15,Tamaulipan Mixed Deciduous Thornscrub
Replacement Fire,13930_26_34,0.0204746,49,Edwards Plateau Limestone Shrubland
Replacement Fire,13930_32_35,0.0146648,68,Edwards Plateau Limestone Shrubland
Replacement Fire,13940_39_40_41,0.0019558,511,North-Central Interior Oak Savanna
Replacement Fire,13940_42,0.0018054,554,North-Central Interior Oak Savanna
Replacement Fire,13940_44_49,0.0017898,559,North-Central Interior Oak Savanna
Replacement Fire,13940_50_51,0.014665,68,North-Central Interior Oak Savanna
Replacement Fire,13940_52,0.001821,549,North-Central Interior Oak Savanna
Replacement Fire,13950_41_42_43_49_52,0.0028358,353,North-Central Oak Barrens
Replacement Fire,13950_50,0.0185936,54,North-Central Oak Barrens
Replacement Fire,13950_51,0.0206186,48,North-Central Oak Barrens
Replacement Fire,13970_48,0.0253656,39,Nashville Basin Limestone Glade and Woodland
Replacement Fire,14000_60_61,0.2083844,5,Central Appalachian Alkaline Glade and Woodland
Replacement Fire,14000_63,0.2041924,5,Central Appalachian Alkaline Glade and Woodland
Replacement Fire,14000_64,0.2056814,5,Central Appalachian Alkaline Glade and Woodland
Replacement Fire,14010_43_44_47_48_53,0.0529428,19,Central Interior Highlands Calcareous Glade and Barrens
Replacement Fire,14010_49,0.0527728,19,Central Interior Highlands Calcareous Glade and Barrens
Replacement Fire,14071_41_50_51,0.0091622,109,Laurentian Pine-Oak Barrens
Replacement Fire,14072_41_50_51,0.039829,25,Laurentian Pine-Oak Barrens - Jack Pine
Replacement Fire,14080_48,0.0526636,19,Alabama Ketona Glade and Woodland
Replacement Fire,14090_50_64,0.0023106,433,Great Lakes Alvar
Replacement Fire,14100_35,0.0598558,17,Llano Uplift Acidic Forest-Woodland-Glade
Replacement Fire,14110_49_51_52,0.0410286,24,Great Lakes Wet-Mesic Lakeplain Prairie
Replacement Fire,14120_39_40_41_42_43_50_51,0.2812866,4,North-Central Interior Sand and Gravel Tallgrass Prairie
Replacement Fire,14120_49,0.2793106,4,North-Central Interior Sand and Gravel Tallgrass Prairie
Replacement Fire,14120_52,0.278534,4,North-Central Interior Sand and Gravel Tallgrass Prairie
Replacement Fire,14130_47,0.0122966,81,Bluegrass Savanna and Woodland
Replacement Fire,14140_57,0.0036144,277,Southern Appalachian Grass and Shrub Bald
Replacement Fire,14151_44,0.4167336,2,Arkansas Valley Prairie and Woodland - Prairie
Replacement Fire,14152_44,0.010459,96,Arkansas Valley Prairie and Woodland - Woodland
Replacement Fire,14160_48,0.0251924,40,Western Highland Rim Prairie and Barrens
Replacement Fire,14170_48,0.0559,18,Eastern Highland Rim Prairie and Barrens
Replacement Fire,14180_47,0.6451424,2,Pennyroyal Karst Plain Prairie and Barrens
Replacement Fire,14200_39_40_42,0.1749512,6,Northern Tallgrass Prairie
Replacement Fire,14200_41,0.281598,4,Northern Tallgrass Prairie
Replacement Fire,14210_31_38_42_43_44_50_51,0.2824352,4,Central Tallgrass Prairie
Replacement Fire,14210_49_52,0.2820258,4,Central Tallgrass Prairie
Replacement Fire,14220_32_35_36_37,0.3638884,3,Southern Blackland Tallgrass Prairie
Replacement Fire,14230_32_35,0.5908376,2,Southeastern Great Plains Tallgrass Prairie
Replacement Fire,14230_38,0.3964124,3,Southeastern Great Plains Tallgrass Prairie
Replacement Fire,14230_43_44,0.5891642,2,Southeastern Great Plains Tallgrass Prairie
Replacement Fire,14250_56,0.4739854,2,Florida Dry Prairie
Replacement Fire,14260_58,0.1234534,8,Southern Atlantic Coastal Plain Dune and Maritime Grassland
Replacement Fire,14270_47,0.0543432,18,East Gulf Coastal Plain Jackson Plain Prairie and Barrens
Replacement Fire,14280_37_44,0.0007752,1290,West Gulf Coastal Plain Northern Calcareous Prairie
Replacement Fire,14290_37_45,0.2126622,5,West Gulf Coastal Plain Southern Calcareous Prairie
Replacement Fire,14300_46,0.0199504,50,Southern Coastal Plain Blackland Prairie and Woodland
Replacement Fire,14340_36,0.2911058,3,Texas-Louisiana Coastal Prairie
Replacement Fire,14340_37_98,0.2073062,5,Texas-Louisiana Coastal Prairie
Replacement Fire,14360_60,0.1257572,8,Northern Atlantic Coastal Plain Dune and Swale
Replacement Fire,14360_65_66,0.098776,10,Northern Atlantic Coastal Plain Dune and Swale
Replacement Fire,14370_36,0.3374874,3,Central and Upper Texas Coast Dune and Coastal Grassland
Replacement Fire,14380_36,0.1751682,6,Tamaulipan Savanna Grassland
Replacement Fire,14400_36,0.3296868,3,Tamaulipan Clay Grassland
Replacement Fire,14420_36,0.2461818,4,South Texas Sand Sheet Grassland
Replacement Fire,14450_56,0.0084048,119,South Florida Dwarf Cypress Savanna
Replacement Fire,14460_56,0.0204788,49,South Florida Pine Flatwoods
Replacement Fire,14470_56,0.0079868,125,South Florida Cypress Dome
Replacement Fire,14490_58_60,0.0109306,91,Central Atlantic Coastal Plain Wet Longleaf Pine Savanna and Flatwoods
Replacement Fire,14500_55_58,0.0098278,102,Southern Atlantic Coastal Plain Wet Pine Savanna and Flatwoods
Replacement Fire,14510_37_98,0.0069814,143,West Gulf Coastal Plain Wet Longleaf Pine Savanna and Flatwoods
Replacement Fire,14520_58_60,0.0722752,14,Atlantic Coastal Plain Peatland Pocosin and Canebrake
Replacement Fire,14530_55_56,0.0120622,83,Central Florida Pine Flatwoods
Replacement Fire,14540_55_56_99,0.0098404,102,East Gulf Coastal Plain Near-Coast Pine Flatwoods
Replacement Fire,14550_46_99,0.0129976,77,East Gulf Coastal Plain Southern Loblolly-Hardwood Flatwoods
Replacement Fire,14570_47_48,0.0051478,194,South-Central Interior/Upper Coastal Plain Wet Flatwoods
Replacement Fire,14570_49,0.0110792,90,South-Central Interior/Upper Coastal Plain Wet Flatwoods
Replacement Fire,14580_37_44_45_98,0.0055918,179,West Gulf Coastal Plain Pine-Hardwood Flatwoods
Replacement Fire,14590_58,0.0197924,51,Atlantic Coastal Plain Clay-Based Carolina Bay Wetland
Replacement Fire,14600_55_56_99,0.007987,125,Southern Coastal Plain Nonriverine Cypress Dome
Replacement Fire,14610_46_55_56_99,0.003356,298,Southern Coastal Plain Seepage Swamp and Baygall
Replacement Fire,14660_49,0.0003852,2596,Great Lakes Wooded Dune and Swale
Replacement Fire,14660_50_51,0.0002614,3826,Great Lakes Wooded Dune and Swale
Replacement Fire,14670_36,0.0171652,58,Tamaulipan Floodplain
Replacement Fire,14680_46_55_58_99,0.0170546,59,Atlantic Coastal Plain Streamhead Seepage Swamp-Pocosin-Baygall
Replacement Fire,14680_60,0.0101774,98,Atlantic Coastal Plain Streamhead Seepage Swamp-Pocosin-Baygall
Replacement Fire,14690_31_39_40_43,0.0019612,510,Eastern Great Plains Floodplain Systems
Replacement Fire,14690_38_42_49,0.0019738,507,Eastern Great Plains Floodplain Systems
Replacement Fire,14700_56,0.0080216,125,Caribbean Coastal Wetland Systems
Replacement Fire,14710_32_35,0.0055268,181,Central Interior and Appalachian Floodplain Systems
Replacement Fire,14710_47_48_53_54_57_59_60_61_63,0.0016388,610,Central Interior and Appalachian Floodplain Systems
Replacement Fire,14710_64_65,0.0016248,615,Central Interior and Appalachian Floodplain Systems
Replacement Fire,14712_44,0.0071444,140,Central Interior and Appalachian Floodplain Systems - Large Floodplains
Replacement Fire,14720_32_35,0.0055014,182,Central Interior and Appalachian Riparian Systems
Replacement Fire,14720_44_46_47_48,0.000984,1016,Central Interior and Appalachian Riparian Systems
Replacement Fire,14720_49,0.0009856,1015,Central Interior and Appalachian Riparian Systems
Replacement Fire,14720_53_54_57_59_60,0.0009838,1016,Central Interior and Appalachian Riparian Systems
Replacement Fire,14720_61_62_63,0.0010014,999,Central Interior and Appalachian Riparian Systems
Replacement Fire,14720_64_65_66,0.0009956,1004,Central Interior and Appalachian Riparian Systems
Replacement Fire,14730_32_37_44,0.0025616,390,Gulf and Atlantic Coastal Plain Floodplain Systems
Replacement Fire,14730_36,0.0025352,394,Gulf and Atlantic Coastal Plain Floodplain Systems
Replacement Fire,14730_45_46_47_98_99,0.0087298,115,Gulf and Atlantic Coastal Plain Floodplain Systems
Replacement Fire,14730_55_58_60,0.0088162,113,Gulf and Atlantic Coastal Plain Floodplain Systems
Replacement Fire,14740_32_37_44_45_98,0.0023532,425,Gulf and Atlantic Coastal Plain Small Stream Riparian Systems
Replacement Fire,14740_36,0.0053378,187,Gulf and Atlantic Coastal Plain Small Stream Riparian Systems
Replacement Fire,14740_46_47_48_55_56_58_60_99,0.0020994,476,Gulf and Atlantic Coastal Plain Small Stream Riparian Systems
Replacement Fire,14770_40_41_50_51,0.0014102,709,Boreal Acidic Peatland Systems
Replacement Fire,14770_63_64_65_66,0.0010806,925,Boreal Acidic Peatland Systems
Replacement Fire,14780_56,0.00073,1370,Caribbean Swamp Systems
Replacement Fire,14790_41_42_47_48_50_51_53,0.0009708,1030,Central Interior and Appalachian Swamp Systems
Replacement Fire,14790_52_62,0.0009982,1002,Central Interior and Appalachian Swamp Systems
Replacement Fire,14790_60_61_63_64_65_66,0.0009984,1002,Central Interior and Appalachian Swamp Systems
Replacement Fire,14800_36_37_44,0.0010004,1000,Gulf and Atlantic Coastal Plain Swamp Systems
Replacement Fire,14800_45_98,0.0009894,1011,Gulf and Atlantic Coastal Plain Swamp Systems
Replacement Fire,14810_41_50_51_63,0.000999,1001,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp
Replacement Fire,14820_30,0.0199046,50,Great Plains Prairie Pothole
Replacement Fire,14820_39_40,0.0197828,51,Great Plains Prairie Pothole
Replacement Fire,14830_56,0.321889,3,South Florida Everglades Sawgrass Marsh
Replacement Fire,14850_55_99,0.0061486,163,East Gulf Coastal Plain Savanna and Wet Prairie
Replacement Fire,14860_36,0.255142,4,Texas-Louisiana Saline Coastal Prairie
Replacement Fire,14880_38_42_43,0.334843,3,Eastern Great Plains Wet Meadow-Prairie-Marsh
Replacement Fire,14890_55_56_99,0.186517,5,Floridian Highlands Freshwater Marsh
Replacement Fire,14900_36,0.0361734,28,Gulf and Atlantic Coastal Plain Tidal Marsh Systems
Replacement Fire,14900_37_98,0.0894114,11,Gulf and Atlantic Coastal Plain Tidal Marsh Systems
Replacement Fire,14900_55_56_58_99,0.1916848,5,Gulf and Atlantic Coastal Plain Tidal Marsh Systems
Replacement Fire,14900_60,0.1898152,5,Gulf and Atlantic Coastal Plain Tidal Marsh Systems
Replacement Fire,14900_65_66,0.0020332,492,Gulf and Atlantic Coastal Plain Tidal Marsh Systems
Replacement Fire,14930_41_42_44_50,0.0590382,17,Central Interior and Appalachian Shrub-Herbaceous Wetland Systems
Replacement Fire,14930_52_62,0.0580966,17,Central Interior and Appalachian Shrub-Herbaceous Wetland Systems
Replacement Fire,14940_41_50_51,0.0564512,18,Laurentian-Acadian Shrub-Herbaceous Wetland Systems
Replacement Fire,14940_63_65_66,0.0012218,818,Laurentian-Acadian Shrub-Herbaceous Wetland Systems
Replacement Fire,14940_64,0.0012476,802,Laurentian-Acadian Shrub-Herbaceous Wetland Systems
Replacement Fire,14950_20,0.0199142,50,Western Great Plains Depressional Wetland Systems
Replacement Fire,14950_27_33,0.0654144,15,Western Great Plains Depressional Wetland Systems
Replacement Fire,14950_30,0.0203984,49,Western Great Plains Depressional Wetland Systems
Replacement Fire,14950_31_39_40,0.0494932,20,Western Great Plains Depressional Wetland Systems
Replacement Fire,14950_35,0.1509874,7,Western Great Plains Depressional Wetland Systems
Replacement Fire,14950_36,0.3349046,3,Western Great Plains Depressional Wetland Systems
Replacement Fire,14950_38,0.0494972,20,Western Great Plains Depressional Wetland Systems
Replacement Fire,14951_26_34,0.1513782,7,Western Great Plains Depressional Wetland Systems - Playa
Replacement Fire,14952_34,0.0665422,15,Western Great Plains Depressional Wetland Systems - Saline
Replacement Fire,15010_58_60,0.0108936,92,Central Atlantic Coastal Plain Nonriverine Swamp and Wet Hardwood Forest
Replacement Fire,15030_25_27,0.0649492,15,Chihuahuan Loamy Plains Desert Grassland
Replacement Fire,15030_26,0.0629862,16,Chihuahuan Loamy Plains Desert Grassland
Replacement Fire,15040_25_27,0.100304,10,Chihuahuan-Sonoran Desert Bottomland and Swale Grassland
Replacement Fire,15040_32_35,0.0982644,10,Chihuahuan-Sonoran Desert Bottomland and Swale Grassland
Replacement Fire,15041_26_34,0.099625,10,Chihuahuan-Sonoran Desert Bottomland and Swale Grassland - Tobosa Grassland
Replacement Fire,15042_26_34,0.0699628,14,Chihuahuan-Sonoran Desert Bottomland and Swale Grassland - Alkali Sacaton
Replacement Fire,15060_37_44,0.0032356,309,West Gulf Coastal Plain Nonriverine Wet Hardwood Flatwoods
Replacement Fire,15070_44,0.0100024,100,Ozark-Ouachita Shortleaf Pine-Bluestem Woodland
Replacement Fire,15090_45_47,0.0020704,483,Mississippi River Alluvial Plain Dry-Mesic Loess Slope Forest
Replacement Fire,15100_45,0.007457,134,Northern Crowley`s Ridge Sand Forest
Replacement Fire,15130_45,0.002512,398,Lower Mississippi River Flatwoods
Replacement Fire,15170_42_49_50,0.0658394,15,Paleozoic Plateau Bluff and Talus
Replacement Fire,15180_43_47_49_52_62_63_64_65,0.0010006,999,North-Central Interior Wet Flatwoods
Replacement Fire,15190_32_35_36_37,0.0173464,58,East-Central Texas Plains Post Oak Savanna and Woodland
Replacement Fire,15230_32_35,0.0095754,104,Edwards Plateau Dry-Mesic Slope Forest and Woodland
Replacement Fire,15240_35,0.007249,138,Edwards Plateau Mesic Canyon
Replacement Fire,15250_35,0.0070002,143,Edwards Plateau Riparian
Replacement Fire,15260_64_65_66,0.0009616,1040,Laurentian-Acadian Swamp Systems
Replacement Fire,18100_79,0.0000664,15060,Hawaii Montane Rainforest
Replacement Fire,18130_79,0.0125422,80,Hawaii Lowland Dry Forest
Replacement Fire,18151_79,0.0002866,3489,Hawaii Montane-Subalpine Dry Forest and Woodland - Lava
Replacement Fire,18170_79,0.0125836,79,Hawaii Lowland Dry Shrubland
Surface Fire,10080_1_2_3_7,0.0730408,14,North Pacific Oak Woodland
Surface Fire,10110_15,0.0011856,843,Rocky Mountain Aspen Forest and Woodland
Surface Fire,10110_27,0.001193,838,Rocky Mountain Aspen Forest and Woodland
Surface Fire,10110_28,0.0011308,884,Rocky Mountain Aspen Forest and Woodland
Surface Fire,10130_31_38_39_40,0.0335256,30,Western Great Plains Dry Bur Oak Forest and Woodland
Surface Fire,10140_4_5,0.100288,10,Central and Southern California Mixed Evergreen Woodland
Surface Fire,10150_2_3_4,0.031092,32,California Coastal Redwood Forest
Surface Fire,10160_13_14,0.0013272,753,Colorado Plateau Pinyon-Juniper Woodland
Surface Fire,10160_15_28,0.0004608,2170,Colorado Plateau Pinyon-Juniper Woodland
Surface Fire,10160_16_23_24_25,0.0004606,2171,Colorado Plateau Pinyon-Juniper Woodland
Surface Fire,10160_17,0.0004574,2186,Colorado Plateau Pinyon-Juniper Woodland
Surface Fire,10160_22,0.0003118,3207,Colorado Plateau Pinyon-Juniper Woodland
Surface Fire,10180_1_7,0.0036338,275,East Cascades Mesic Montane Mixed-Conifer Forest and Woodland
Surface Fire,10190_13_14,0.0013024,768,Great Basin Pinyon-Juniper Woodland
Surface Fire,10190_15,0.0013222,756,Great Basin Pinyon-Juniper Woodland
Surface Fire,10190_4,0.0012524,798,Great Basin Pinyon-Juniper Woodland
Surface Fire,10200_13,0.0018848,531,Inter-Mountain Basins Subalpine Limber-Bristlecone Pine Woodland
Surface Fire,10200_6_9_12_17,0.0050352,199,Inter-Mountain Basins Subalpine Limber-Bristlecone Pine Woodland
Surface Fire,10210_2_3_6_7,0.0892432,11,Klamath-Siskiyou Lower Montane Serpentine Mixed Conifer Woodland
Surface Fire,10220_2_3_6_7,0.088047,11,Klamath-Siskiyou Upper Montane Serpentine Mixed Conifer Woodland
Surface Fire,10230_14_15_24_25,0.0299608,33,Madrean Encinal
Surface Fire,10240_14_15_24,0.0293628,34,Madrean Lower Montane Pine-Oak Forest and Woodland
Surface Fire,10240_25_27,0.092149,11,Madrean Lower Montane Pine-Oak Forest and Woodland
Surface Fire,10240_26,0.1046844,10,Madrean Lower Montane Pine-Oak Forest and Woodland
Surface Fire,10250_14_15_24_25_26,0.0094216,106,Madrean Pinyon-Juniper Woodland
Surface Fire,10260_15,0.0785282,13,Madrean Upper Montane Conifer-Oak Forest and Woodland
Surface Fire,10270_2_3_7,0.0843372,12,Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland
Surface Fire,10270_4_5_6,0.0565724,18,Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland
Surface Fire,10280_2_3,0.0387316,26,Mediterranean California Mesic Mixed Conifer Forest and Woodland
Surface Fire,10280_4_6_7_12,0.0303308,33,Mediterranean California Mesic Mixed Conifer Forest and Woodland
Surface Fire,10290_2_3_4_5_6_7_12,0.086412,12,Mediterranean California Mixed Oak Woodland
Surface Fire,10300_2_3_4_5_6_7,0.0666942,15,Mediterranean California Lower Montane Black Oak-Conifer Forest and Woodland
Surface Fire,10310_2_3_4_5_6_12,0.0897042,11,California Montane Jeffrey Pine(-Ponderosa Pine) Woodland
Surface Fire,10310_7,0.0388658,26,California Montane Jeffrey Pine(-Ponderosa Pine) Woodland
Surface Fire,10320_2_3_7,0.0174688,57,Mediterranean California Red Fir Forest
Surface Fire,10321_6,0.016764,60,Mediterranean California Red Fir Forest - Cascades
Surface Fire,10322_6,0.0126646,79,Mediterranean California Red Fir Forest - Southern Sierra
Surface Fire,10350_1_2_7,0.011137,90,North Pacific Dry Douglas-fir(-Madrone) Forest and Woodland
Surface Fire,10412_1_7,0.001015,985,North Pacific Mountain Hemlock Forest - Xeric
Surface Fire,10430_5,0.092345,11,Mediterranean California Mixed Evergreen Forest
Surface Fire,10431_2_3_6_7,0.042763,23,Mediterranean California Mixed Evergreen Forest - Interior
Surface Fire,10432_2_3,0.004022,249,Mediterranean California Mixed Evergreen Forest - Coastal
Surface Fire,10450_1_7_8_9,0.031115,32,Northern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest
Surface Fire,10450_21,0.0036082,277,Northern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest
Surface Fire,10451_10_19,0.0254624,39,Northern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest - Ponderosa Pine-Douglas-fir
Surface Fire,10451_20,0.0233812,43,Northern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest - Ponderosa Pine-Douglas-fir
Surface Fire,10452_10_19,0.0074326,135,Northern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest - Larch
Surface Fire,10454_20,0.0025854,387,Northern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest - Lodgepole Pine
